ID|Reference|Date|Amount|Account|Status
23285|REF023285|2025-07-23 10:48:54.653471|22007.98|ACC01799|FAILED
23286|REF023286|2025-07-23 15:33:40.900965|42676.15|ACC08883|SUCCESS
23287|REF023287|2025-06-27 08:49:03.321245|31029.56|ACC06849|SUCCESS
23288|REF023288|2025-07-14 05:17:01.706709|36108.75|ACC09659|FAILED
23289|REF023289|2025-07-16 23:22:45.675768|34604.25|ACC04814|SUCCESS
23290|REF023290|2025-07-22 19:52:52.720858|95480.16|ACC06668|SUCCESS
23291|REF023291|2025-07-08 01:24:27.848904|81972.69|ACC07989|SUCCESS
23292|REF023292|2025-07-07 03:00:39.551684|5105.24|ACC09068|FAILED
23293|REF023293|2025-07-03 19:01:11.991014|85702.21|ACC03691|FAILED
23294|REF023294|2025-07-19 19:37:19.939833|76612.95|ACC08177|SUCCESS
23295|REF023295|2025-07-03 03:59:48.367585|26388.14|ACC08231|FAILED
23296|REF023296|2025-06-27 08:15:29.068479|95962.13|ACC09065|FAILED
23297|REF023297|2025-06-27 17:53:08.54955|29296.70|ACC08061|FAILED
23298|REF023298|2025-07-13 17:37:20.749189|52759.13|ACC03421|SUCCESS
23299|REF023299|2025-07-07 07:07:16.323679|79568.75|ACC05175|SUCCESS
23300|REF023300|2025-07-06 21:51:07.266359|20312.77|ACC08660|FAILED
23301|REF023301|2025-07-25 20:30:13.814015|3622.55|ACC03057|FAILED
23302|REF023302|2025-07-19 12:58:37.659199|14888.13|ACC09557|SUCCESS
23303|REF023303|2025-07-07 09:19:50.622372|52004.65|ACC07429|SUCCESS
23304|REF023304|2025-07-26 08:16:41.341503|10546.52|ACC04929|SUCCESS
23305|REF023305|2025-07-10 08:40:29.369702|68291.84|ACC07354|SUCCESS
23306|REF023306|2025-07-04 01:38:22.39203|73673.39|ACC04928|FAILED
23307|REF023307|2025-07-18 11:03:15.543922|71507.81|ACC05574|FAILED
23308|REF023308|2025-07-26 01:34:33.547264|51837.49|ACC02227|SUCCESS
23309|REF023309|2025-07-12 01:03:02.074032|96372.73|ACC07490|SUCCESS
23310|REF023310|2025-07-14 11:51:02.533524|58138.59|ACC01750|SUCCESS
23311|REF023311|2025-07-10 22:13:12.158726|8445.32|ACC02087|FAILED
23312|REF023312|2025-07-16 06:35:21.776807|38819.21|ACC01652|FAILED
23313|REF023313|2025-07-25 04:50:31.495232|7207.85|ACC04360|FAILED
23314|REF023314|2025-07-02 06:58:22.024439|3149.44|ACC05214|SUCCESS
23315|REF023315|2025-06-29 02:42:30.094242|7121.64|ACC02936|FAILED
23316|REF023316|2025-07-09 20:18:19.786331|21395.38|ACC09713|SUCCESS
23317|REF023317|2025-07-13 09:22:26.817548|95059.44|ACC01275|SUCCESS
23318|REF023318|2025-07-14 20:44:19.280859|19929.89|ACC07996|FAILED
23319|REF023319|2025-07-17 18:01:17.149663|18061.26|ACC01552|SUCCESS
23320|REF023320|2025-07-13 19:12:43.83583|83450.21|ACC01816|SUCCESS
23321|REF023321|2025-07-23 08:57:58.176357|94790.05|ACC06104|FAILED
23322|REF023322|2025-06-29 19:16:27.333724|40673.66|ACC08463|FAILED
23323|REF023323|2025-07-08 08:49:43.287485|42215.39|ACC04666|FAILED
23324|REF023324|2025-07-19 15:56:57.142735|51914.80|ACC08264|SUCCESS
23325|REF023325|2025-07-08 14:45:23.977331|86230.91|ACC05426|SUCCESS
23326|REF023326|2025-07-03 22:29:54.249255|22074.71|ACC03850|SUCCESS
23327|REF023327|2025-07-07 07:17:07.24188|41684.42|ACC03461|SUCCESS
23328|REF023328|2025-07-24 05:00:28.4456|57201.36|ACC08880|FAILED
23329|REF023329|2025-07-17 01:47:23.754065|95488.10|ACC02751|SUCCESS
23330|REF023330|2025-06-28 06:02:39.342269|7599.81|ACC08169|FAILED
23331|REF023331|2025-07-22 06:32:46.463319|11775.93|ACC06909|SUCCESS
23332|REF023332|2025-06-29 20:03:35.105266|98141.36|ACC01258|FAILED
23333|REF023333|2025-07-11 16:45:22.524751|71629.58|ACC06171|SUCCESS
23334|REF023334|2025-07-16 07:55:10.694597|64667.22|ACC08394|FAILED
23335|REF023335|2025-07-25 00:39:39.622722|489.13|ACC03348|SUCCESS
23336|REF023336|2025-06-30 06:20:11.690255|73920.39|ACC05447|FAILED
23337|REF023337|2025-07-23 11:58:25.461399|44058.88|ACC06941|SUCCESS
23338|REF023338|2025-07-26 20:26:32.336727|11695.45|ACC07114|FAILED
23339|REF023339|2025-07-13 06:42:35.025961|3360.71|ACC01434|FAILED
23340|REF023340|2025-07-20 02:46:26.250264|53042.16|ACC03461|SUCCESS
23341|REF023341|2025-06-29 13:46:05.490473|54518.45|ACC04661|FAILED
23342|REF023342|2025-06-30 09:06:58.844718|36752.21|ACC09740|SUCCESS
23343|REF023343|2025-06-27 05:12:50.170601|36806.91|ACC04013|FAILED
23344|REF023344|2025-06-27 11:42:55.085807|21880.59|ACC02883|FAILED
23345|REF023345|2025-07-17 17:34:58.144475|87669.30|ACC08716|SUCCESS
23346|REF023346|2025-06-28 10:06:33.560032|27591.31|ACC06846|FAILED
23347|REF023347|2025-07-22 21:17:16.377819|67108.74|ACC06800|FAILED
23348|REF023348|2025-07-25 05:14:03.117664|47517.32|ACC05828|FAILED
23349|REF023349|2025-07-05 09:07:32.973202|40188.07|ACC02653|FAILED
23350|REF023350|2025-07-25 08:00:53.950649|31578.01|ACC08063|SUCCESS
23351|REF023351|2025-07-22 17:20:37.109471|11740.45|ACC04184|FAILED
23352|REF023352|2025-07-09 20:52:31.662258|61867.05|ACC08278|SUCCESS
23353|REF023353|2025-06-29 14:14:47.920141|85241.89|ACC06172|SUCCESS
23354|REF023354|2025-07-03 04:45:11.586895|12348.97|ACC05383|SUCCESS
23355|REF023355|2025-07-16 20:31:38.71454|65415.49|ACC07739|FAILED
23356|REF023356|2025-07-05 18:22:18.447457|2557.27|ACC02167|SUCCESS
23357|REF023357|2025-07-24 18:04:23.690793|39821.78|ACC01210|SUCCESS
23358|REF023358|2025-07-21 23:46:28.597833|24394.38|ACC06994|SUCCESS
23359|REF023359|2025-07-10 11:24:05.709142|68008.10|ACC05177|SUCCESS
23360|REF023360|2025-07-16 02:31:25.477928|67256.67|ACC08061|FAILED
23361|REF023361|2025-06-30 21:23:16.923442|63926.95|ACC05125|FAILED
23362|REF023362|2025-07-11 11:10:41.380402|70840.01|ACC03423|SUCCESS
23363|REF023363|2025-07-13 18:09:57.31431|11036.68|ACC02411|FAILED
23364|REF023364|2025-07-01 09:25:06.00601|88949.37|ACC03063|SUCCESS
23365|REF023365|2025-06-27 12:22:53.339483|53336.09|ACC06589|SUCCESS
23366|REF023366|2025-07-02 07:16:06.382616|78575.01|ACC09370|SUCCESS
23367|REF023367|2025-07-24 19:04:08.9718|55149.65|ACC03200|FAILED
23368|REF023368|2025-07-11 19:01:46.30111|32255.61|ACC07736|FAILED
23369|REF023369|2025-07-19 10:30:19.19042|23806.82|ACC05120|SUCCESS
23370|REF023370|2025-07-08 03:44:22.132122|19484.89|ACC03081|SUCCESS
23371|REF023371|2025-07-18 17:10:53.812978|70696.50|ACC09852|SUCCESS
23372|REF023372|2025-06-28 07:50:31.433613|50736.41|ACC01880|FAILED
23373|REF023373|2025-07-07 21:37:22.484096|41604.71|ACC05302|FAILED
23374|REF023374|2025-07-16 18:17:54.618077|62405.76|ACC02384|FAILED
23375|REF023375|2025-07-12 13:02:27.807345|10662.15|ACC06351|SUCCESS
23376|REF023376|2025-07-08 08:49:20.963025|58064.95|ACC08309|FAILED
23377|REF023377|2025-07-11 07:51:18.523618|11220.01|ACC06437|SUCCESS
23378|REF023378|2025-07-17 18:20:26.653005|42114.36|ACC08597|FAILED
23379|REF023379|2025-07-08 15:45:04.963036|11673.58|ACC08597|SUCCESS
23380|REF023380|2025-07-13 04:27:06.890829|8589.78|ACC03250|SUCCESS
23381|REF023381|2025-07-06 05:38:15.66478|79835.97|ACC08759|SUCCESS
23382|REF023382|2025-07-21 07:59:18.635844|90645.96|ACC09245|FAILED
23383|REF023383|2025-07-01 19:15:38.61545|52616.74|ACC03566|FAILED
23384|REF023384|2025-07-14 09:52:54.573868|24803.46|ACC09709|FAILED
23385|REF023385|2025-07-18 05:03:04.33849|18349.34|ACC04853|FAILED
23386|REF023386|2025-07-15 23:33:58.920677|78030.55|ACC07285|FAILED
23387|REF023387|2025-07-03 11:34:40.483053|8637.99|ACC08760|FAILED
23388|REF023388|2025-06-27 09:19:42.026018|59235.33|ACC02960|FAILED
23389|REF023389|2025-07-26 12:30:13.197308|66705.24|ACC02607|FAILED
23390|REF023390|2025-07-12 12:58:20.897555|86201.92|ACC06105|FAILED
23391|REF023391|2025-07-24 15:35:31.637115|92978.24|ACC09789|FAILED
23392|REF023392|2025-07-01 11:30:31.382735|3144.87|ACC07393|FAILED
23393|REF023393|2025-07-08 23:41:55.650602|68752.74|ACC08320|SUCCESS
23394|REF023394|2025-07-15 23:17:20.171553|15679.63|ACC08986|FAILED
23395|REF023395|2025-07-07 02:37:57.569975|25157.65|ACC08029|SUCCESS
23396|REF023396|2025-06-29 10:34:41.281693|29904.35|ACC09293|FAILED
23397|REF023397|2025-07-07 20:16:53.387419|63831.95|ACC09221|SUCCESS
23398|REF023398|2025-07-13 13:40:19.197548|21576.26|ACC03636|FAILED
23399|REF023399|2025-07-05 23:59:07.436122|39731.07|ACC03283|SUCCESS
23400|REF023400|2025-06-27 20:14:15.407907|64794.42|ACC04364|SUCCESS
23401|REF023401|2025-07-01 12:04:50.475448|46879.37|ACC01761|FAILED
23402|REF023402|2025-07-26 09:15:28.840053|33856.60|ACC08816|SUCCESS
23403|REF023403|2025-07-09 03:50:36.218479|96573.54|ACC01927|FAILED
23404|REF023404|2025-06-30 17:30:51.698226|69190.95|ACC02203|FAILED
23405|REF023405|2025-07-16 07:54:38.589453|77970.25|ACC02505|SUCCESS
23406|REF023406|2025-07-10 11:51:46.031172|15543.35|ACC06540|FAILED
23407|REF023407|2025-07-17 06:55:10.676006|63613.58|ACC03385|FAILED
23408|REF023408|2025-06-29 05:26:57.477738|28852.00|ACC07901|SUCCESS
23409|REF023409|2025-07-10 12:04:26.874126|10863.16|ACC08208|SUCCESS
23410|REF023410|2025-07-15 10:34:10.824723|86142.46|ACC08316|FAILED
23411|REF023411|2025-07-05 09:59:33.568308|57899.87|ACC09034|SUCCESS
23412|REF023412|2025-07-04 07:33:28.040774|30294.34|ACC07266|FAILED
23413|REF023413|2025-07-05 21:20:36.311025|19213.43|ACC06592|FAILED
23414|REF023414|2025-07-13 01:55:47.409904|91999.70|ACC02518|FAILED
23415|REF023415|2025-07-25 03:47:01.875297|56893.78|ACC07641|FAILED
23416|REF023416|2025-07-14 12:27:35.492093|20745.95|ACC02074|FAILED
23417|REF023417|2025-07-11 17:35:26.507306|46596.36|ACC06696|FAILED
23418|REF023418|2025-07-12 07:08:38.320488|72293.65|ACC07891|FAILED
23419|REF023419|2025-07-23 01:26:36.678748|6514.98|ACC06609|FAILED
23420|REF023420|2025-07-17 23:37:23.873264|73205.42|ACC05782|SUCCESS
23421|REF023421|2025-07-14 23:11:24.080262|1376.61|ACC02293|FAILED
23422|REF023422|2025-07-02 06:03:18.635973|6205.27|ACC05083|SUCCESS
23423|REF023423|2025-07-13 16:41:13.631454|91350.02|ACC05854|SUCCESS
23424|REF023424|2025-06-29 02:35:51.411514|68159.52|ACC02132|SUCCESS
23425|REF023425|2025-07-05 09:29:13.620842|43653.90|ACC04037|SUCCESS
23426|REF023426|2025-07-01 11:01:53.614986|30986.42|ACC09070|FAILED
23427|REF023427|2025-06-30 10:26:08.057293|91843.09|ACC04981|FAILED
23428|REF023428|2025-07-20 16:01:18.912324|32979.79|ACC08622|SUCCESS
23429|REF023429|2025-07-02 07:03:26.503404|4947.00|ACC08340|SUCCESS
23430|REF023430|2025-07-02 01:43:54.720401|30248.46|ACC05314|SUCCESS
23431|REF023431|2025-07-21 23:04:46.397426|12626.59|ACC05772|SUCCESS
23432|REF023432|2025-07-10 21:05:20.449731|16533.36|ACC03464|SUCCESS
23433|REF023433|2025-07-09 05:28:30.483869|43900.43|ACC01230|SUCCESS
23434|REF023434|2025-07-18 06:48:18.796301|7736.60|ACC05585|SUCCESS
23435|REF023435|2025-07-05 13:10:58.216214|24543.47|ACC04779|FAILED
23436|REF023436|2025-07-04 16:54:49.591757|54989.35|ACC02333|SUCCESS
23437|REF023437|2025-07-21 11:21:55.837053|52514.16|ACC02572|FAILED
23438|REF023438|2025-07-02 11:30:36.134967|32766.70|ACC04108|FAILED
23439|REF023439|2025-07-12 02:36:27.103404|60418.38|ACC05235|FAILED
23440|REF023440|2025-07-25 21:24:12.708098|3188.53|ACC09296|FAILED
23441|REF023441|2025-07-19 00:39:41.40286|26793.54|ACC02402|SUCCESS
23442|REF023442|2025-07-11 02:33:01.314734|30433.60|ACC02635|FAILED
23443|REF023443|2025-07-21 21:12:01.578378|73326.15|ACC08782|SUCCESS
23444|REF023444|2025-07-01 05:02:03.320933|76484.89|ACC07600|SUCCESS
23445|REF023445|2025-07-25 20:34:24.352419|56221.83|ACC06496|SUCCESS
23446|REF023446|2025-07-23 16:05:41.585156|86356.13|ACC07465|FAILED
23447|REF023447|2025-06-30 19:40:39.997992|78371.36|ACC03920|FAILED
23448|REF023448|2025-07-01 02:53:33.183|71137.73|ACC07578|FAILED
23449|REF023449|2025-07-24 01:39:32.852102|60629.40|ACC02088|FAILED
23450|REF023450|2025-07-09 05:52:15.69088|8.35|ACC05513|SUCCESS
23451|REF023451|2025-07-08 13:26:36.852127|66845.54|ACC02432|FAILED
23452|REF023452|2025-07-19 15:07:31.379782|81022.65|ACC06953|SUCCESS
23453|REF023453|2025-07-13 21:45:10.766378|59292.28|ACC03012|SUCCESS
23454|REF023454|2025-07-02 18:37:00.34947|13307.56|ACC09648|FAILED
23455|REF023455|2025-07-22 02:26:05.597064|74743.28|ACC03318|FAILED
23456|REF023456|2025-06-29 08:11:28.747062|42556.19|ACC07547|FAILED
23457|REF023457|2025-07-12 09:03:44.776691|13917.64|ACC01263|SUCCESS
23458|REF023458|2025-07-13 08:31:55.818699|94904.11|ACC02867|SUCCESS
23459|REF023459|2025-07-20 04:47:15.259464|79306.91|ACC08214|FAILED
23460|REF023460|2025-07-13 18:06:22.296399|73404.87|ACC03866|FAILED
23461|REF023461|2025-07-21 22:03:35.232582|27066.91|ACC02200|FAILED
23462|REF023462|2025-07-16 12:54:59.02261|6511.35|ACC02042|FAILED
23463|REF023463|2025-07-14 06:04:49.715873|16589.17|ACC06896|SUCCESS
23464|REF023464|2025-07-25 02:41:38.73358|49587.16|ACC08471|SUCCESS
23465|REF023465|2025-06-30 07:06:00.014004|40747.03|ACC07123|FAILED
23466|REF023466|2025-07-20 14:33:26.371766|47289.67|ACC03951|FAILED
23467|REF023467|2025-07-06 18:39:32.504124|92480.30|ACC05736|SUCCESS
23468|REF023468|2025-07-07 04:53:43.266895|63724.47|ACC06803|SUCCESS
23469|REF023469|2025-07-22 14:04:24.026022|17374.67|ACC07750|SUCCESS
23470|REF023470|2025-07-20 07:00:16.851875|80172.90|ACC08712|FAILED
23471|REF023471|2025-07-23 07:11:21.906398|97853.30|ACC04772|FAILED
23472|REF023472|2025-07-20 18:18:20.156834|23264.36|ACC06042|FAILED
23473|REF023473|2025-06-29 01:01:51.347137|63874.55|ACC08279|SUCCESS
23474|REF023474|2025-07-03 13:15:18.208011|58916.76|ACC07451|SUCCESS
23475|REF023475|2025-07-01 12:13:48.871928|21203.20|ACC02273|FAILED
23476|REF023476|2025-07-07 09:45:20.79444|43805.01|ACC08920|SUCCESS
23477|REF023477|2025-07-24 03:13:41.903417|21420.52|ACC08891|SUCCESS
23478|REF023478|2025-07-19 07:54:30.543328|55333.36|ACC01401|FAILED
23479|REF023479|2025-07-02 01:07:07.917848|83085.34|ACC04648|FAILED
23480|REF023480|2025-07-21 20:46:18.854854|77274.75|ACC06274|SUCCESS
23481|REF023481|2025-07-18 00:25:34.440762|4141.67|ACC03592|FAILED
23482|REF023482|2025-07-17 16:47:16.788606|90434.82|ACC07423|FAILED
23483|REF023483|2025-07-05 12:03:23.023579|62734.58|ACC07503|SUCCESS
23484|REF023484|2025-07-21 03:31:53.834975|48558.57|ACC03000|SUCCESS
23485|REF023485|2025-06-28 05:17:44.393954|15534.18|ACC05005|FAILED
23486|REF023486|2025-07-03 22:48:28.321796|53456.80|ACC06081|SUCCESS
23487|REF023487|2025-06-29 02:46:23.397712|16661.14|ACC08407|SUCCESS
23488|REF023488|2025-06-29 09:26:19.485387|43867.69|ACC09901|SUCCESS
23489|REF023489|2025-07-03 08:18:51.309453|43732.12|ACC09660|SUCCESS
23490|REF023490|2025-07-11 05:25:59.62377|2623.04|ACC02402|SUCCESS
23491|REF023491|2025-07-25 15:05:47.156406|42940.71|ACC06541|SUCCESS
23492|REF023492|2025-07-23 19:25:41.945961|16543.00|ACC05256|FAILED
23493|REF023493|2025-07-12 01:59:59.392349|93995.10|ACC09077|FAILED
23494|REF023494|2025-06-28 10:23:23.073226|61411.76|ACC08475|FAILED
23495|REF023495|2025-06-29 22:22:57.623024|36636.53|ACC04395|SUCCESS
23496|REF023496|2025-07-25 14:14:39.80217|89523.59|ACC07711|FAILED
23497|REF023497|2025-07-13 18:09:47.580701|27808.23|ACC01614|SUCCESS
23498|REF023498|2025-07-06 02:18:38.60326|62767.77|ACC02998|SUCCESS
23499|REF023499|2025-07-16 05:41:51.35704|64013.92|ACC06967|FAILED
23500|REF023500|2025-06-28 23:18:06.094187|20545.89|ACC05656|FAILED
23501|REF023501|2025-07-16 15:44:07.45676|89555.62|ACC07678|FAILED
23502|REF023502|2025-07-22 10:25:22.72672|25773.70|ACC09110|SUCCESS
23503|REF023503|2025-07-20 21:14:58.35404|56415.20|ACC01971|SUCCESS
23504|REF023504|2025-06-30 07:48:44.095073|31482.99|ACC03074|FAILED
23505|REF023505|2025-07-04 19:08:02.711126|15568.13|ACC04360|FAILED
23506|REF023506|2025-06-29 00:48:22.57704|10581.29|ACC07297|SUCCESS
23507|REF023507|2025-07-13 00:57:20.922336|64104.78|ACC05429|SUCCESS
23508|REF023508|2025-06-30 12:01:58.037481|97054.66|ACC03066|FAILED
23509|REF023509|2025-07-06 21:08:29.895685|82383.49|ACC02359|FAILED
23510|REF023510|2025-07-21 14:42:07.30366|41634.02|ACC03186|FAILED
23511|REF023511|2025-07-08 01:20:25.813811|38157.84|ACC08675|SUCCESS
23512|REF023512|2025-07-01 19:28:22.227984|87614.20|ACC08421|FAILED
23513|REF023513|2025-07-15 03:59:25.699314|99077.03|ACC01271|SUCCESS
23514|REF023514|2025-07-18 16:23:45.824762|65.19|ACC09074|SUCCESS
23515|REF023515|2025-06-27 07:03:32.590094|92224.45|ACC05493|FAILED
23516|REF023516|2025-07-17 04:09:48.918553|65163.33|ACC03870|SUCCESS
23517|REF023517|2025-06-27 11:44:41.561373|33786.22|ACC09682|SUCCESS
23518|REF023518|2025-07-18 01:35:20.727242|96919.56|ACC07944|SUCCESS
23519|REF023519|2025-07-21 06:06:31.234533|58841.48|ACC03612|SUCCESS
23520|REF023520|2025-07-16 08:45:39.943027|93969.78|ACC01204|FAILED
23521|REF023521|2025-07-23 13:46:26.998759|81859.00|ACC04188|FAILED
23522|REF023522|2025-07-26 15:27:03.064025|65528.90|ACC01503|SUCCESS
23523|REF023523|2025-07-21 05:05:50.340936|65839.37|ACC05370|FAILED
23524|REF023524|2025-07-25 14:08:08.291162|20225.90|ACC08283|FAILED
23525|REF023525|2025-07-24 07:21:43.714838|80883.95|ACC05923|FAILED
23526|REF023526|2025-07-02 20:46:48.211505|25374.01|ACC06149|SUCCESS
23527|REF023527|2025-07-20 07:52:36.383357|90503.93|ACC02785|SUCCESS
23528|REF023528|2025-06-28 16:18:56.429519|49807.01|ACC01156|SUCCESS
23529|REF023529|2025-07-25 06:56:28.921935|11080.44|ACC05090|SUCCESS
23530|REF023530|2025-07-14 02:30:04.349425|15368.92|ACC07568|SUCCESS
23531|REF023531|2025-06-30 13:28:26.241103|97911.15|ACC06342|SUCCESS
23532|REF023532|2025-07-04 04:28:02.026216|83006.08|ACC08969|FAILED
23533|REF023533|2025-07-04 11:50:52.731553|23393.92|ACC08446|SUCCESS
23534|REF023534|2025-07-08 14:37:13.835172|50642.88|ACC01586|SUCCESS
23535|REF023535|2025-06-27 09:28:57.792989|63312.32|ACC09749|SUCCESS
23536|REF023536|2025-07-02 20:12:37.186251|57115.45|ACC03203|FAILED
23537|REF023537|2025-06-27 01:32:48.133609|52937.44|ACC05822|SUCCESS
23538|REF023538|2025-07-03 15:39:48.046142|66442.02|ACC02704|SUCCESS
23539|REF023539|2025-07-02 23:46:00.745963|29313.23|ACC09722|SUCCESS
23540|REF023540|2025-07-12 14:44:06.039899|87346.18|ACC03412|FAILED
23541|REF023541|2025-07-21 04:14:05.571896|70861.85|ACC09432|SUCCESS
23542|REF023542|2025-07-18 20:29:16.982969|18819.40|ACC02646|FAILED
23543|REF023543|2025-07-06 04:47:34.310867|31056.27|ACC03952|SUCCESS
23544|REF023544|2025-07-21 13:06:00.133711|69783.79|ACC03450|FAILED
23545|REF023545|2025-06-30 23:21:31.251854|83531.69|ACC02854|SUCCESS
23546|REF023546|2025-07-15 14:29:23.544622|61661.85|ACC01914|SUCCESS
23547|REF023547|2025-07-15 22:38:59.281018|42434.97|ACC05740|FAILED
23548|REF023548|2025-07-03 13:06:24.091031|1832.06|ACC01803|SUCCESS
23549|REF023549|2025-07-25 03:45:58.862263|65668.14|ACC04854|FAILED
23550|REF023550|2025-07-05 13:59:14.028676|41137.73|ACC03965|SUCCESS
23551|REF023551|2025-07-09 00:51:30.608591|55430.83|ACC05060|SUCCESS
23552|REF023552|2025-07-12 13:23:01.18452|26198.25|ACC08040|SUCCESS
23553|REF023553|2025-07-16 13:44:56.723321|17990.95|ACC03763|SUCCESS
23554|REF023554|2025-07-13 14:36:10.16991|79626.40|ACC03573|SUCCESS
23555|REF023555|2025-07-01 10:07:21.77376|72167.58|ACC07871|FAILED
23556|REF023556|2025-07-07 05:35:14.888594|507.60|ACC03971|SUCCESS
23557|REF023557|2025-07-05 05:33:12.685746|21535.31|ACC07210|SUCCESS
23558|REF023558|2025-07-06 23:51:50.450835|25194.43|ACC03410|SUCCESS
23559|REF023559|2025-07-16 10:05:07.087655|66379.84|ACC08493|SUCCESS
23560|REF023560|2025-07-01 04:09:43.712763|84184.83|ACC01638|FAILED
23561|REF023561|2025-07-20 18:06:38.107083|73674.62|ACC06596|FAILED
23562|REF023562|2025-07-12 00:11:32.728621|18053.31|ACC07584|SUCCESS
23563|REF023563|2025-07-06 05:07:19.703499|85655.10|ACC07574|FAILED
23564|REF023564|2025-07-11 17:30:24.931174|15529.33|ACC01792|FAILED
23565|REF023565|2025-07-15 05:52:21.769127|81744.85|ACC04891|FAILED
23566|REF023566|2025-07-06 04:39:51.773255|81022.96|ACC04600|SUCCESS
23567|REF023567|2025-06-29 14:40:13.383182|64742.21|ACC06028|FAILED
23568|REF023568|2025-06-29 00:14:32.170737|84030.17|ACC05103|FAILED
23569|REF023569|2025-07-01 01:52:29.232262|50413.20|ACC01939|FAILED
23570|REF023570|2025-07-12 01:32:26.137569|29053.01|ACC09304|FAILED
23571|REF023571|2025-07-12 03:35:04.884139|61258.80|ACC06621|SUCCESS
23572|REF023572|2025-07-08 22:06:06.234833|46344.97|ACC06762|SUCCESS
23573|REF023573|2025-07-21 10:33:40.724239|88082.73|ACC04880|FAILED
23574|REF023574|2025-07-21 05:30:57.381789|2522.54|ACC01995|SUCCESS
23575|REF023575|2025-07-10 10:17:50.066149|30188.68|ACC04741|FAILED
23576|REF023576|2025-07-21 20:50:08.750588|70569.34|ACC06191|FAILED
23577|REF023577|2025-07-06 04:25:04.48414|68335.41|ACC09410|FAILED
23578|REF023578|2025-07-11 08:15:20.496255|66875.13|ACC05096|SUCCESS
23579|REF023579|2025-07-03 02:49:57.055453|25038.25|ACC07517|SUCCESS
23580|REF023580|2025-06-28 12:31:23.468816|91137.63|ACC03789|SUCCESS
23581|REF023581|2025-06-29 17:32:39.140477|22815.17|ACC09538|FAILED
23582|REF023582|2025-07-04 05:09:58.194508|44708.02|ACC05409|FAILED
23583|REF023583|2025-07-14 00:33:51.952481|4862.19|ACC05944|SUCCESS
23584|REF023584|2025-07-09 22:52:47.077262|82943.39|ACC05282|SUCCESS
23585|REF023585|2025-06-27 22:46:59.510132|3628.66|ACC07414|SUCCESS
23586|REF023586|2025-07-15 12:03:00.906734|47134.59|ACC03329|FAILED
23587|REF023587|2025-07-09 21:31:23.189093|73492.44|ACC01724|FAILED
23588|REF023588|2025-07-14 09:09:41.037339|35861.29|ACC08110|SUCCESS
23589|REF023589|2025-07-14 23:45:36.091366|12823.03|ACC08289|FAILED
23590|REF023590|2025-07-17 17:03:06.845234|17804.00|ACC01339|SUCCESS
23591|REF023591|2025-07-21 06:00:30.761625|45170.62|ACC04671|FAILED
23592|REF023592|2025-07-04 07:55:09.123478|85136.98|ACC04663|FAILED
23593|REF023593|2025-07-19 00:09:40.001674|30447.19|ACC07446|SUCCESS
23594|REF023594|2025-07-12 05:16:13.80041|45320.79|ACC01365|FAILED
23595|REF023595|2025-07-22 18:13:37.308276|14603.51|ACC04911|FAILED
23596|REF023596|2025-07-18 19:13:17.614082|85981.53|ACC04539|FAILED
23597|REF023597|2025-07-02 21:39:57.731854|60226.71|ACC05259|FAILED
23598|REF023598|2025-07-01 05:08:32.98462|68183.70|ACC07707|FAILED
23599|REF023599|2025-07-13 21:14:04.979676|70922.23|ACC05738|SUCCESS
23600|REF023600|2025-07-26 07:22:15.162154|14317.71|ACC05197|SUCCESS
23601|REF023601|2025-06-27 01:45:45.589016|1762.14|ACC01948|SUCCESS
23602|REF023602|2025-06-29 11:19:49.877473|44803.92|ACC03795|SUCCESS
23603|REF023603|2025-06-30 19:49:21.628368|96226.73|ACC03304|SUCCESS
23604|REF023604|2025-06-29 23:47:34.646842|49329.18|ACC05789|SUCCESS
23605|REF023605|2025-07-07 20:31:54.400057|12073.93|ACC08965|FAILED
23606|REF023606|2025-06-28 12:46:15.116915|61391.10|ACC01860|FAILED
23607|REF023607|2025-06-29 06:44:11.634677|1937.59|ACC05506|SUCCESS
23608|REF023608|2025-07-14 07:18:37.417045|34110.26|ACC06701|FAILED
23609|REF023609|2025-06-29 08:47:30.915581|27351.37|ACC03024|FAILED
23610|REF023610|2025-07-04 10:19:10.047422|37230.81|ACC01987|SUCCESS
23611|REF023611|2025-07-25 11:10:42.203578|92133.11|ACC07253|FAILED
23612|REF023612|2025-07-05 01:38:55.247397|92408.41|ACC01183|FAILED
23613|REF023613|2025-06-29 07:52:42.014496|76012.09|ACC03332|FAILED
23614|REF023614|2025-07-03 22:02:03.237164|13338.41|ACC04717|SUCCESS
23615|REF023615|2025-07-15 13:56:35.857967|19562.28|ACC07699|SUCCESS
23616|REF023616|2025-07-09 21:00:43.12068|2364.63|ACC09634|FAILED
23617|REF023617|2025-07-18 01:48:08.002497|23838.80|ACC04966|SUCCESS
23618|REF023618|2025-07-04 06:20:29.654094|1541.07|ACC07271|SUCCESS
23619|REF023619|2025-07-07 21:46:28.707256|59227.20|ACC07080|SUCCESS
23620|REF023620|2025-07-17 12:34:46.384157|63124.55|ACC01736|SUCCESS
23621|REF023621|2025-07-07 10:06:10.640692|62831.89|ACC01548|FAILED
23622|REF023622|2025-06-30 04:46:19.721862|7193.18|ACC04295|FAILED
23623|REF023623|2025-07-12 02:40:54.307348|7988.22|ACC01946|FAILED
23624|REF023624|2025-07-25 16:06:36.296247|18427.59|ACC05602|SUCCESS
23625|REF023625|2025-07-23 02:13:20.269714|83519.27|ACC01046|FAILED
